0	-20.0224	-0.400447	5.11399	0.140883
1	-23.1571	-0.810203	4.88445	0.00905442
2	-23.9282	-1.23568	4.31694	0.00770491
3	-22.6099	-1.63495	3.59242	0.00666864
4	-19.4204	-1.96657	3.0922	0.00684315
5	-21.6679	-2.34154	2.70564	0.00628828
6	-19.5675	-2.66977	2.24132	0.00614271
7	-18.2453	-2.96735	1.71344	0.00634364
8	-18.3768	-3.26613	1.2222	0.0056062
9	-18.0539	-3.55257	0.685345	0.00777619
10	-18.01	-3.83888	0.479727	0.00422123
11	-18.4175	-4.12736	0.271865	0.00658053
12	-17.0424	-4.38376	0.304764	0.00713149
13	-18.4186	-4.66216	0.751143	0.00767441
14	-19.2921	-4.95018	0.680859	0.00623091
15	-19.2887	-5.23391	0.722731	0.00454873
16	-21.8014	-5.56116	0.580667	0.00578589
17	-22.0068	-5.88596	0.58291	0.00723393
18	-23.2211	-6.22906	0.470007	0.00629461
19	-23.4795	-6.57117	0.579172	0.00629644
20	-22.7705	-6.89149	0.678616	0.00645858
21	-23.6098	-7.22263	0.769836	0.00486173
22	-22.0336	-7.51412	0.876757	0.00626103
23	-23.35	-7.82612	0.75563	0.00548747
24	-23.6733	-8.1385	0.782547	0.00616308
25	-23.496	-8.44186	0.861056	0.00495201
26	-23.0957	-8.72998	0.97022	0.00586384
27	-22.9435	-9.01058	0.900684	0.00386329
28	-23.3846	-9.29276	0.94106	0.00600273
29	-23.5206	-9.57314	0.981435	0.0045319
30	-23.091	-9.83716	1.22369	0.00658527
31	-23.6675	-10.1025	1.00985	0.009397
32	-22.486	-10.3435	0.942555	0.00673788
33	-23.5221	-10.6013	0.980688	0.00626011
34	-23.4141	-10.852	1.00985	0.0057821
35	-23.4337	-11.0994	0.792266	0.00428156
36	-23.5504	-11.3456	0.796753	0.00364298
37	-23.6342	-11.5886	0.937321	0.00353046
38	-23.7378	-11.8286	0.868533	0.00328874
39	-23.8693	-12.0666	0.760115	0.00328995
40	-23.4672	-12.2917	0.669644	0.00380729
41	-23.3968	-12.5113	0.611323	0.00393861
42	-22.2528	-12.7037	0.567956	0.00391924
43	-23.4392	-12.9162	0.541786	0.0040618
44	-23.6144	-13.128	0.559731	0.00398335
45	-23.9201	-13.3416	0.639735	0.0040853
46	-22.4916	-13.5221	0.718991	0.00399635
47	-23.8654	-13.7253	0.568703	0.00532295
48	-23.4953	-13.9186	0.504401	0.00365765
49	-23.2728	-14.1039	0.564965	0.00364202
50	-20.8357	-14.2364	0.394488	0.00384779
51	-18.7516	-14.3252	0.861803	0.0039594
52	-19.8284	-14.432	0.799744	0.00379088
53	-23.0976	-14.6022	0.630763	0.00398393
54	-23.5952	-14.7798	0.870028	0.0037036
55	-24.2031	-14.9653	0.674877	0.00353075
56	-23.7941	-15.1391	0.5373	0.00417241
57	-24.151	-15.3172	0.840867	0.00403526
58	-23.4194	-15.476	0.883486	0.00391086
59	-22.0968	-15.6042	0.837129	0.00482702
60	-18.5688	-15.6597	0.878253	0.00464188
61	-15.7598	-15.6578	0.617304	0.00452748
62	-17.4938	-15.6915	0.675625	0.00503833
63	-20.1058	-15.7765	0.772826	0.00500616
64	-20.5139	-15.8673	0.307755	0.00517497
65	-21.4778	-15.9782	0.253172	0.0042279
66	-23.6576	-16.1306	0.280089	0.0048761
67	-23.8252	-16.2831	0.192608	0.00498433
68	-23.822	-16.4331	0.498419	0.00418016
69	-22.7322	-16.557	0.346635	0.00429077
70	-20.5044	-16.6346	0.433369	0.00395481
71	-17.0443	-16.6403	0.181393	0.00600573
72	-16.4105	-16.6349	0.163448	0.00423057
73	-17.26	-16.6468	0.282333	0.00396744
74	-17.3131	-16.659	0.5859	0.00405301
75	-17.1007	-16.6652	0.740675	0.00453811
76	-19.3358	-16.715	0.670391	0.00504899
77	-20.127	-16.7798	0.846849	0.00511261
78	-18.3213	-16.8072	0.550759	0.00416841
79	-18.2553	-16.8343	0.392994	0.00347492
80	-18.9549	-16.8753	0.48197	0.00352292
81	-20.7818	-16.9517	0.528328	0.00371493
82	-20.9888	-17.0303	0.473745	0.00417803
83	-20.2986	-17.0938	0.569451	0.00406376
84	-23.015	-17.2101	0.683102	0.0038465
85	-24.4389	-17.3522	0.629267	0.0036911
86	-24.4312	-17.4912	0.894702	0.004121
87	-23.8543	-17.615	0.651699	0.00400914
88	-24.6084	-17.7523	0.760863	0.00400806
89	-24.5772	-17.8856	0.880496	0.0041727
90	-24.4907	-18.0143	0.840119	0.00404255
91	-24.3344	-18.1374	0.893206	0.0039489
92	-23.8884	-18.2489	0.897692	0.00405967
93	-24.3153	-18.367	0.564217	0.0036449
94	-24.3843	-18.4853	0.237471	0.00378909
95	-23.9446	-18.5935	0.243453	0.00406501
96	-23.7531	-18.6956	-0.00777569	0.00467338
97	-23.3109	-18.7879	-0.196945	0.00440462
98	-21.2932	-18.8388	-0.131894	0.00399739
99	-21.2644	-18.8878	0.157467	0.00405938
100	-21.9626	-18.9487	0.0565268	0.00396298
101	-23.8906	-19.0473	0.13653	0.00372839
102	-22.9469	-19.1246	0.119333	0.0054014
103	-22.873	-19.1991	0.28009	0.00447957
104	-23.8293	-19.2905	0.391497	0.00430968
105	-23.8244	-19.3796	0.434865	0.00415316
106	-23.511	-19.4606	0.686093	0.00367835
107	-24.2253	-19.5532	0.730955	0.00408479
108	-23.7649	-19.6347	0.864046	0.00376367
109	-24.112	-19.7211	0.600107	0.00376001
110	-23.8139	-19.8008	0.612818	0.003554
111	-24.3088	-19.8891	0.54029	0.0031361
112	-22.8941	-19.9473	0.718244	0.0036921
113	-20.5125	-19.9553	0.603098	0.00459506
114	-23.3945	-20.0213	0.724973	0.00476449
115	-24.2231	-20.1021	0.717496	0.00453415
116	-23.7485	-20.1719	0.671138	0.00440908
117	-24.213	-20.25	0.611322	0.00414541
118	-24.1999	-20.3262	0.411685	0.00467217
119	-21.6637	-20.3509	0.440098	0.00526454
120	-21.8989	-20.3799	0.646464	0.0045494
121	-21.1938	-20.3927	0.521598	0.00547297
122	-19.3184	-20.3691	0.16943	0.00412687
123	-17.3181	-20.3073	0.153728	0.00437867
124	-18.8387	-20.2773	0.211301	0.00404084
125	-21.4941	-20.3007	0.518607	0.0046143
126	-23.8666	-20.3696	0.643474	0.00487393
127	-23.2575	-20.4243	0.909657	0.00478311
128	-23.5267	-20.4821	0.796006	0.00478849
129	-23.6286	-20.541	0.727965	0.00513536
130	-22.7936	-20.583	0.461034	0.00432593
131	-22.2484	-20.6146	0.493186	0.00372668
132	-22.7056	-20.6546	0.920124	0.00366706
133	-21.1152	-20.6605	0.797501	0.00370827
134	-21.4141	-20.6722	0.652446	0.00429522
135	-21.8215	-20.6925	0.438603	0.00421094
136	-22.2579	-20.7219	0.200085	0.00448153
137	-22.1871	-20.7504	-0.0354413	0.00406167
138	-22.1388	-20.7783	-0.338261	0.00442579
139	-22.7769	-20.8199	-0.073574	0.00470767
140	-23.4897	-20.8736	-0.138624	0.00513211
141	-23.7984	-20.9328	-0.0825466	0.00489522
142	-23.5887	-20.9863	-0.197692	0.00497334
143	-24.7937	-21.0633	-0.0847897	0.00453448
144	-24.8849	-21.1403	0.22775	0.0062514
145	-25.0062	-21.2165	0.195599	0.00494067
146	-25.5817	-21.303	0.0976501	0.00448791
147	-25.2444	-21.3813	0.172421	0.00502437
148	-25.4192	-21.4613	0.419163	0.00420307
149	-23.9802	-21.5099	0.781799	0.00432326
150	-22.8787	-21.5346	0.846101	0.00355741
151	-25.3433	-21.6078	0.956014	0.00360499
152	-25.8216	-21.6883	0.908161	0.00399598
153	-26.246	-21.7758	0.93134	0.00410163
154	-26.6278	-21.8692	0.55674	0.00398727
155	-26.711	-21.9639	0.994894	0.0040031
156	-26.5702	-22.0525	0.90517	0.00355433
157	-26.2538	-22.1336	0.864046	0.00332057
158	-24.1939	-22.1717	1.08462	0.0037311
159	-21.7618	-22.159	0.684597	0.00417641
160	-20.9432	-22.1322	0.72273	0.00369606
161	-23.1016	-22.1484	0.541038	0.00459181
162	-22.2268	-22.1478	0.360841	0.00407105
163	-21.5697	-22.1348	0.141764	0.00412208
164	-22.2504	-22.1364	0.425891	0.00473879
165	-21.4063	-22.1199	0.0931631	0.00459835
166	-20.3995	-22.085	0.440846	0.00494401
167	-21.2666	-22.0667	0.430378	0.0046088
168	-19.9995	-22.0228	0.39374	0.00602502
169	-22.2854	-22.0266	0.283828	0.00379075
170	-21.8561	-22.0221	0.151485	0.00398685
171	-22.0504	-22.0221	0.496175	0.00368968
172	-22.1599	-22.023	0.713009	0.00374051
173	-21.9992	-22.0199	0.979192	0.00375059
174	-21.1493	-21.9989	0.759368	0.00378192
175	-20.8687	-21.9733	0.701047	0.00404189
176	-21.4757	-21.9606	0.513373	0.00401781
177	-21.2617	-21.9445	0.689831	0.00411387
178	-23.1804	-21.9663	0.690579	0.00426514
179	-21.7083	-21.9585	0.621043	0.00400293
180	-22.8644	-21.9741	0.983678	0.00410517
181	-21.9079	-21.9687	0.783294	0.00417432
182	-22.3534	-21.9729	0.842363	0.00462414
183	-23.9363	-22.0086	1.01284	0.00434022
184	-25.9681	-22.0841	0.588143	0.00371056
185	-26.1635	-22.1634	0.405704	0.00394232
186	-26.4609	-22.2479	0.298034	0.00366823
187	-26.3903	-22.3295	0.179149	0.0040704
188	-25.8164	-22.3984	0.378038	0.00481915
189	-25.9475	-22.4678	0.471501	0.00423844
190	-25.4018	-22.5244	0.357851	0.00463255
191	-25.3971	-22.5802	0.174664	0.00474583
192	-23.2414	-22.5926	-0.138625	0.00459572
193	-24.5588	-22.6328	-0.419761	0.00607993
194	-22.4841	-22.6317	-0.0750693	0.00462868
195	-22.0625	-22.6207	-0.222367	0.00472829
196	-23.5471	-22.6401	-0.375646	0.00428935
197	-23.364	-22.6561	-0.353215	0.00396023
198	-23.4954	-22.6741	-0.448921	0.00371872
199	-22.3294	-22.6694	-0.564067	0.00482082
200	-22.6822	-22.6722	-0.367422	0.00463038
201	-22.5062	-22.6705	-0.333027	0.00469
202	-20.3339	-22.6254	-0.269472	0.00491572
203	-21.6437	-22.6071	-0.505747	0.00496925
204	-23.1405	-22.6201	-0.331532	0.00465534
205	-23.8218	-22.6455	-0.0511426	0.00432939
206	-24.5364	-22.6836	0.148494	0.00468783
207	-24.8234	-22.7257	0.173916	0.00465034
208	-24.9784	-22.77	0.243453	0.00456506
209	-25.1114	-22.8156	0.475241	0.00490305
210	-24.5711	-22.8487	0.0871826	0.00440508
211	-25.1466	-22.8943	0.413181	0.00405451
212	-25.1666	-22.9382	0.495429	0.00380592
213	-25.3066	-22.9834	0.764602	0.00437467
